   1.9330666e+00   6.1407570e-01   3.3070252e-11
   2.4363176e-02   2.5497305e-01   4.2180051e-09
  -4.9360375e-02   2.6562453e-01   7.1643687e-08
   1.4244494e+00   1.5235664e-01   5.3229508e-07
  -8.0280694e-01   7.9484696e-02   2.5112838e-06
   1.2372646e+00   1.2462875e-02   8.8818976e-06
   1.1536269e+00  -6.4057031e-02   2.5730026e-05
  -1.0325266e+00  -4.7616051e-02   6.4365588e-05
   8.6184199e-01  -1.1257436e-01   1.4386364e-04
   1.5818104e-01  -2.2023840e-02   2.9406225e-04
   1.1723747e+00  -1.5728893e-01   5.5888949e-04
   2.5876160e-01  -8.8260871e-02   9.9984180e-04
  -1.2521214e+00   9.6064778e-02   1.6993937e-03
  -1.2332486e+00   1.0056269e-01   2.7640877e-03
   1.3905822e+00  -1.2686598e-01   4.3270363e-03
   3.0426288e-01  -3.2853058e-02   6.5495643e-03
   3.2114593e-01  -8.3266839e-02   9.6217365e-03
   4.0055126e-01  -7.2318682e-02   1.3761545e-02
   3.0258899e-01  -5.5284885e-02   1.9212578e-02
   7.7687909e-01   3.3643274e-01   2.6240051e-02
   1.0136469e-01   2.4424964e-01   3.5125162e-02
   3.5359171e-01   1.3195794e-01   4.6157804e-02
   1.2887924e+00   3.8045058e-01   5.9627747e-02
   7.4803588e-01   3.9202142e-01   7.5814529e-02
   4.4810748e-01   5.5906644e-01   9.4976307e-02
  -1.6500032e-01   6.1966908e-01   1.1733807e-01
   2.0093130e-01   8.1104863e-01   1.4307963e-01
   1.3430660e+00   9.6587863e-01   1.7232382e-01
   9.1030722e-01   1.2723195e+00   2.0512551e-01
   2.5204998e+00   1.5123343e+00   2.4146180e-01
   1.8829585e+00   1.6820275e+00   2.8122398e-01
   1.4375646e+00   2.0258376e+00   3.2421172e-01
   2.0062418e+00   2.2848467e+00   3.7012971e-01
   3.7574891e+00   2.5319244e+00   4.1858732e-01
   1.7675292e+00   2.9083310e+00   4.6910117e-01
   4.3661253e+00   3.2457335e+00   5.2110106e-01
   3.7674580e+00   3.4531644e+00   5.7393886e-01
   4.1984685e+00   4.0058852e+00   6.2690051e-01
   5.7979002e+00   4.2429383e+00   6.7922068e-01
   4.5328075e+00   4.6463241e+00   7.3009980e-01
   4.5976624e+00   4.9867719e+00   7.7872288e-01
   4.6214847e+00   5.2411891e+00   8.2427963e-01
   4.9678877e+00   5.5711836e+00   8.6598523e-01
   5.6312635e+00   5.9804544e+00   9.0310094e-01
   6.0877896e+00   6.3577244e+00   9.3495407e-01
   5.8653761e+00   6.2695232e+00   9.6095645e-01
   7.3192765e+00   6.6787205e+00   9.8062084e-01
   5.9368482e+00   7.0153130e+00   9.9357465e-01
   7.1858953e+00   7.1401301e+00   9.9957057e-01
   7.4568479e+00   7.1354895e+00   9.9849361e-01
   7.3623870e+00   7.0772271e+00   9.9036446e-01
   4.6994450e+00   6.9083106e+00   9.7533883e-01
   5.3623622e+00   6.6682073e+00   9.5370305e-01
   4.2043384e+00   6.5267399e+00   9.2586582e-01
   7.4980401e+00   6.4214975e+00   8.9234665e-01
   6.3012755e+00   6.0497722e+00   8.5376124e-01
   5.5753312e+00   5.8117138e+00   8.1080440e-01
   5.5863792e+00   5.6607533e+00   7.6423102e-01
   4.5595596e+00   5.2750454e+00   7.1483588e-01
   5.5680376e+00   4.9700310e+00   6.6343285e-01
   5.3232328e+00   4.6335649e+00   6.1083434e-01
   5.6615539e+00   4.3424228e+00   5.5783142e-01
   4.4302658e+00   3.8803984e+00   5.0517554e-01
   3.9335841e+00   3.5733609e+00   4.5356215e-01
   2.5508162e+00   3.2336494e+00   4.0361684e-01
   2.7494926e+00   2.9248345e+00   3.5588421e-01
   4.8729992e+00   2.5323480e+00   3.1081992e-01
   2.8368527e+00   2.1986959e+00   2.6878577e-01
   3.0863522e+00   1.6571862e+00   2.3004802e-01
   5.0138993e-01   1.6707258e+00   1.9477868e-01
   9.2871158e-01   1.3837158e+00   1.6305964e-01
   2.5361199e-02   9.6333284e-01   1.3488923e-01
   9.8437336e-01   8.6292594e-01   1.1019081e-01
   5.2052122e-01   8.1145175e-01   8.8823036e-02
   2.3661243e+00   6.1948258e-01   7.0591085e-02
  -1.8886125e-01   4.3020192e-01   5.5258620e-02
   9.8895836e-01   4.1462292e-01   4.2559760e-02
   4.3272468e-01   3.1667003e-01   3.2210718e-02
   1.5408771e+00   1.7391687e-01   2.3920671e-02
   9.2658306e-01   1.6861984e-01   1.7401506e-02
   8.7854275e-01   2.3979200e-01   1.2376184e-02
   1.3182862e+00  -5.7340990e-02   8.5855426e-03
   4.0631648e-02  -6.2255637e-02   5.7934319e-03
  -1.7742187e+00  -8.3008278e-04   3.7901743e-03
   3.0851033e-01   1.5985516e-01   2.3944202e-03
   2.0320523e-02   1.5492397e-01   1.4535319e-03
   1.2167413e-01   1.3259551e-01   8.4269158e-04
   1.1964845e+00   4.0802670e-02   4.6296925e-04
  -1.0521634e+00   1.4677653e-02   2.3861353e-04
  -7.5734181e-01   6.4556113e-02   1.1383653e-04
  -4.8592877e-01  -2.9023375e-02   4.9357838e-05
   1.1226130e-01   9.7133261e-02   1.8950733e-05
  -2.2834190e-01  -6.2418908e-02   6.1985438e-06
  -2.4101793e-01   2.8177521e-02   1.6245993e-06
  -2.1144517e+00  -3.4539261e-02   3.0696903e-07
  -4.7886145e-02  -1.3681069e-01   3.3986567e-08
  -6.1527996e-01  -2.4927706e-01   1.3320908e-09
  -9.3498159e-01  -1.7599532e-01   2.6191422e-12
   6.6731940e-01  -1.8215009e-01  -7.9355749e-15
   5.4352864e-01  -2.6033282e-01  -2.1179636e-10
  -5.3183030e-01  -1.5991570e-01  -1.1338212e-08
   3.3186606e-01  -1.6854171e-02  -1.4047032e-07
  -1.4156563e+00   3.0381384e-01  -8.8615559e-07
   1.3991883e+00   2.3075992e-01  -3.7817638e-06
   4.3730456e-01   1.8374048e-01  -1.2497247e-05
  -2.5981003e+00   1.5406498e-01  -3.4468407e-05
   5.2927865e-01   1.5586176e-01  -8.3073690e-05
  -1.7785316e-01   1.7110623e-01  -1.8032441e-04
   9.0669593e-02   9.0673584e-02  -3.5997860e-04
   1.7151108e+00  -1.0429414e-01  -6.7093492e-04
  -6.0929357e-02  -2.6126211e-01  -1.1807151e-03
   4.7987321e-01  -2.1245838e-01  -1.9788042e-03
  -2.3843221e+00  -1.0992346e-01  -3.1795904e-03
  -8.6395970e-01   6.5494381e-02  -4.9246343e-03
  -7.0723350e-01  -1.3745662e-01  -7.3839981e-03
  -4.9028000e-01  -4.5964884e-02  -1.0756388e-02
   1.4004324e+00  -3.5499492e-01  -1.5267897e-02
   6.3601919e-01  -2.8529740e-01  -2.1169182e-02
   1.7613963e-01  -1.3478942e-01  -2.8730994e-02
   1.2945418e+00  -1.9158219e-01  -3.8238015e-02
  -8.4929381e-01  -4.1423772e-01  -4.9981099e-02
  -8.8573927e-01  -5.6063334e-01  -6.4248029e-02
   7.6163441e-01  -7.1340916e-01  -8.1313061e-02
  -1.7687766e-01  -6.9461611e-01  -1.0142554e-01
   9.9115492e-01  -7.2396726e-01  -1.2479799e-01
  -2.1129588e+00  -9.5841445e-01  -1.5159411e-01
  -4.0941828e-01  -1.2275780e+00  -1.8191722e-01
  -9.4792260e-01  -1.3517945e+00  -2.1579950e-01
  -1.6495373e+00  -1.5397234e+00  -2.5319273e-01
  -1.3409685e+00  -1.9707716e+00  -2.9396086e-01
  -3.1553404e+00  -2.0075173e+00  -3.3787491e-01
  -6.3012275e-01  -2.2488233e+00  -3.8461050e-01
  -2.2754338e+00  -2.7266158e+00  -4.3374838e-01
  -1.6271327e+00  -3.0338085e+00  -4.8477803e-01
  -2.9052747e+00  -3.2872356e+00  -5.3710446e-01
  -3.8302056e+00  -3.6952152e+00  -5.9005810e-01
  -5.4633594e+00  -4.0788010e+00  -6.4290766e-01
  -1.7748781e+00  -4.4188571e+00  -6.9487548e-01
  -5.9099528e+00  -4.7048759e+00  -7.4515526e-01
  -6.3690108e+00  -4.9977610e+00  -7.9293126e-01
  -4.9421433e+00  -5.3029597e+00  -8.3739873e-01
  -6.4016292e+00  -5.8728912e+00  -8.7778469e-01
  -4.9118000e+00  -6.1132295e+00  -9.1336843e-01
  -7.2396125e+00  -6.4361441e+00  -9.4350107e-01
  -5.6977210e+00  -6.6714197e+00  -9.6762349e-01
  -6.5932094e+00  -6.6947587e+00  -9.8528199e-01
  -6.8144145e+00  -6.6887913e+00  -9.9614109e-01
  -7.6351620e+00  -6.7817806e+00  -9.9999311e-01
  -6.5474373e+00  -6.8514454e+00  -9.9676416e-01
  -7.2110271e+00  -6.9242101e+00  -9.8651618e-01
  -6.0186423e+00  -6.7890332e+00  -9.6944525e-01
  -7.3282020e+00  -6.8221275e+00  -9.4587592e-01
  -6.2163766e+00  -6.4802996e+00  -9.1625194e-01
  -6.8325270e+00  -6.1212460e+00  -8.8112374e-01
  -6.3254741e+00  -6.0222444e+00  -8.4113296e-01
  -4.8697269e+00  -5.8165062e+00  -7.9699476e-01
  -1.7260859e+00  -5.4278321e+00  -7.4947833e-01
  -7.5463745e+00  -5.0271941e+00  -6.9938645e-01
  -4.7567970e+00  -4.8463821e+00  -6.4753472e-01
  -5.1736812e+00  -4.5755456e+00  -5.9473108e-01
  -5.0210069e+00  -4.1929657e+00  -5.4175644e-01
  -4.1691012e+00  -3.9903591e+00  -4.8934683e-01
  -3.6895920e+00  -3.6271478e+00  -4.3817782e-01
  -3.4833928e+00  -3.4255667e+00  -3.8885141e-01
  -3.0615544e+00  -2.9268030e+00  -3.4188589e-01
  -4.0192884e+00  -2.5586742e+00  -2.9770875e-01
  -2.3314711e+00  -2.1939644e+00  -2.5665278e-01
  -3.2889367e+00  -1.9526568e+00  -2.1895532e-01
  -3.6560111e+00  -1.6671598e+00  -1.8476044e-01
  -3.5530613e+00  -1.5559330e+00  -1.5412383e-01
  -1.3830833e+00  -1.1904884e+00  -1.2702005e-01
   2.0384422e+00  -9.5106221e-01  -1.0335165e-01
  -3.1524240e-01  -7.2082823e-01  -8.2959772e-02
  -2.3437080e+00  -6.0917259e-01  -6.5635729e-02
   5.5584196e-01  -3.5261903e-01  -5.1132935e-02
  -2.3898618e+00  -2.6823591e-01  -3.9178862e-02
   6.8267708e-02  -1.6864129e-01  -2.9486482e-02
  -1.0524270e-01   5.2800232e-02  -2.1764824e-02
  -8.8551898e-01  -9.7817867e-02  -1.5728323e-02
  -5.3566624e-01  -1.1816567e-01  -1.1104731e-02
   2.1446591e+00   2.1944977e-02  -7.6414158e-03
  -1.6812672e-01  -1.2954428e-01  -5.1099818e-03
  -1.9165577e+00  -9.7643408e-02  -3.3092373e-03
  -6.0214034e-01  -3.8513055e-02  -2.0665820e-03
   1.1433435e+00  -8.4712872e-02  -1.2379814e-03
  -8.1193228e-01   2.1116810e-02  -7.0673175e-04
  -3.4847370e-01   9.5982189e-02  -3.8126349e-04
   8.0292931e-02  -1.4602514e-02  -1.9224947e-04
  -4.1975514e-01  -1.0912997e-01  -8.9289309e-05
  -3.9206139e-01  -1.0637298e-01  -3.7429733e-05
   1.8673294e+00  -6.5320497e-02  -1.3754518e-05
  -5.5630689e-01   4.4482140e-02  -4.2394445e-06
   8.6800240e-01   1.1634278e-01  -1.0203250e-06
   1.6590907e-01   1.5354098e-01  -1.6877628e-07
   7.7410154e-01  -5.7538815e-02  -1.4738486e-08
  -1.0546957e+00   7.6800243e-03  -3.3467466e-10
  -3.3880413e-01   1.9106435e-01  -4.7158175e-14
  -8.2507926e-01   1.7900921e-01   1.0154208e-12
  -9.0756342e-02   2.3022695e-01   9.1719021e-10
   1.0810005e+00   6.2027061e-02   2.6946915e-08
   1.7649104e+00   7.5926924e-03   2.5945194e-07
   1.2891783e-01   1.8733078e-01   1.4242032e-06
  -4.1037962e-01   3.4170124e-01   5.5641290e-06
  -9.3448165e-01   8.7195537e-02   1.7296228e-05
   5.0885069e-01  -8.0339360e-02   4.5607562e-05
   6.8042819e-01  -8.1026468e-02   1.0619429e-04
  -7.1359567e-01  -9.1555533e-03   2.2429267e-04
  -8.6561596e-01  -4.7554963e-02   4.3789560e-04
  -2.8642803e-01   1.4178844e-05   8.0119571e-04
  -3.0284524e+00   8.7593913e-02   1.3880504e-03
  -1.0365006e+00   2.3476311e-01   2.2952289e-03
  -1.6225234e+00   2.1297468e-01   3.6451764e-03
  -9.9441826e-01   1.9207615e-01   5.5880263e-03
   2.2843580e-01   3.5916653e-01   8.3025929e-03
  -4.3557830e-01   2.3154330e-01   1.1996109e-02
   2.6476779e-01   1.3671797e-01   1.6902507e-02
  -3.6689363e-02   1.5221540e-01   2.3279103e-02
  -1.0181082e+00   5.2659332e-02   3.1401609e-02
   4.8070452e-01   2.1498747e-01   4.1557476e-02
   1.9445840e+00   2.1229654e-01   5.4037664e-02
   1.6758922e+00   3.5051820e-01   6.9127000e-02
   1.9528694e+00   4.1038485e-01   8.7093403e-02
   1.0645933e+00   6.0957357e-01   1.0817630e-01
   6.9410063e-01   6.4122315e-01   1.3257463e-01
   6.6520501e-01   1.0701772e+00   1.6043495e-01
   2.0114302e+00   1.2147097e+00   1.9184002e-01
   1.1272994e+00   1.4716285e+00   2.2679848e-01
   2.2113272e+00   1.6940706e+00   2.6523612e-01
   6.7353808e-01   1.9221136e+00   3.0698906e-01
   2.1497522e+00   2.3062868e+00   3.5179945e-01
   3.4434941e+00   2.5576658e+00   3.9931387e-01
   3.7669867e+00   2.6720359e+00   4.4908482e-01
   3.1772347e+00   3.1051071e+00   5.0057522e-01
   1.5113413e+00   3.5840979e+00   5.5316624e-01
   3.4494987e+00   4.1063550e+00   6.0616806e-01
   2.4648363e+00   4.1319007e+00   6.5883354e-01
   4.3120051e+00   4.6795332e+00   7.1037439e-01
   4.9908418e+00   4.9943020e+00   7.5997932e-01
   5.3593276e+00   5.2234668e+00   8.0683375e-01
   5.4850275e+00   5.5362105e+00   8.5014038e-01
   6.1676607e+00   6.0401451e+00   8.8913998e-01
   7.2184029e+00   6.3914456e+00   9.2313167e-01
   6.2207716e+00   6.5359739e+00   9.5149205e-01
   5.3680629e+00   6.7470021e+00   9.7369251e-01
